District,Village,Latitude,Longitude,Cultivable Area (ha),Rice Cultivation Area (ha),Wheat Cultivation Area (ha),Avg Yield per ha (Rice),Avg Yield per ha (Wheat),Total Harvested Waste (Rice) (tons),Total Harvested Waste (Wheat) (tons),Total Harvested Waste (tons)
Karnal,Village_Karnal_16,28.98264752023788,77.00584577867214,1338.1896550028691,617.9971652048152,534.8200960920469,3.3791360690516226,3.7024938397186187,183.85503392222478,70.52402082051496,254.37905474273975
Karnal,Village_Karnal_17,29.01455311873672,76.98258133485781,993.6693817969058,334.06737106590185,403.43447953054635,2.882323058559277,3.2756831786377476,46.06054556532869,67.5702528972887,113.63079846261738
Karnal,Village_Karnal_18,29.004244432385082,76.9981013662832,809.3573476888914,371.8743087913241,295.0774686623104,2.6293529543821226,3.826559965716563,86.91008991507958,41.09026460415819,128.00035451923776
Karnal,Village_Karnal_19,29.01603071024461,77.01702901960948,1437.2261249127857,522.1603376243577,505.38706257308297,3.9435118796903703,2.7821423393907163,153.91738563479055,50.80520282895695,204.7225884637475
Karnal,Village_Karnal_20,28.97571927792372,76.98743510443202,1259.6714335735737,468.75777616056916,345.87202832360475,3.82359983179811,2.9489702802115767,67.83267264747626,74.75937045415284,142.5920431016291
Karnal,Village_Karnal_21,28.977419958369364,77.01872846736036,1291.292047379166,342.8418241265334,505.8708592336583,3.1030538016625338,3.209991663907373,50.14771932951129,110.75785161976485,160.90557094927613
Karnal,Village_Karnal_22,28.9881193521719,77.02249907655815,751.8849618574734,203.67838977966753,205.23980122962266,3.620632988744385,2.9905059739492255,24.998511798311718,38.419830502372655,63.41834230068437
Karnal,Village_Karnal_23,29.004435981029772,77.00994189838002,1444.4121298719479,660.4038958971641,710.8816836559736,4.243383947302031,3.6694701645108383,138.3425892358031,74.9243499819897,213.2669392177928
Karnal,Village_Karnal_24,29.018096173575124,77.0039816678554,1468.7736135144883,531.6496870117933,659.9337387811374,4.143749623347013,3.0532329248443846,135.4711356633085,157.7688870616736,293.2400227249821
Karnal,Village_Karnal_25,29.004008090881346,76.98825474372491,953.1812578403244,363.8814559106706,301.83689996354826,3.9741317788090553,3.1786081664802754,51.88594116954573,58.848624666235224,110.73456583578096
Karnal,Village_Karnal_26,29.00521119364579,76.99796966059607,840.1427931401256,306.8782708315725,331.5922903532048,3.8771931287720545,3.0400428060274924,70.19712368327298,94.02736764188066,164.22449132515362
Karnal,Village_Karnal_27,28.991965613879913,76.98411540310137,609.406745023363,238.97342495008763,273.55699143802997,3.7702930118708102,2.6808388993194643,51.99319311465074,35.5241063325242,87.51729944717493
Karnal,Village_Karnal_28,29.020863394800653,77.01742425216031,1481.0471792243504,437.2541041428061,360.5746991861706,3.314389256344092,3.164691367171786,103.54017075504925,43.366961492091164,146.9071322471404
Karnal,Village_Karnal_29,28.982019597604964,76.99085015140683,1244.0390401386344,490.12883636444104,393.53057917181366,3.0075908238243763,3.7955064906600184,98.39776807816813,105.70579560244717,204.1035636806153
Karnal,Village_Karnal_30,28.992939730041527,77.01185305754191,710.4620843848747,263.88218184609786,276.8672431319488,2.6687072924474866,2.9698001456158125,74.02247117162904,41.69699075980609,115.71946193143512
Karnal,Village_Karnal_31,28.97880483366587,76.99699109735866,998.5457676691292,473.84237940389136,213.79700210396183,2.6628083405527683,2.7956439304293745,140.6804952171263,26.522053600411713,167.202548817538
Karnal,Village_Karnal_32,28.993248441156247,76.98548518623704,1090.7951268289378,396.42265049001986,358.49949846678663,4.339248430574239,3.918839830481936,116.35444459310519,80.75481072130202,197.10925531440722
Karnal,Village_Karnal_33,29.020466193610783,76.98424656517497,925.2126330031452,248.11146583842975,249.90320134003508,2.751032087925142,3.264012373475321,52.22238077071699,54.85104595041534,107.07342672113234
Karnal,Village_Karnal_34,29.000940935193388,76.98944679880366,701.667066332653,252.4032806659588,337.41710437707945,4.213635272666775,2.6299658872132525,71.72783587365576,86.03746050826018,157.76529638191596
Karnal,Village_Karnal_35,28.97587667747497,77.01197658153649,1343.9052124495452,222.4113826965897,477.68329756609756,2.626211169241904,3.4581560294334834,55.51490716116271,137.66575798978982,193.18066515095254
Karnal,Village_Karnal_36,28.979988502201827,77.02186892009767,812.4778404486808,342.92898248805795,267.34373668505975,4.147422185855806,3.261078349690219,49.64217858967193,63.437695999488426,113.07987458916035
Karnal,Village_Karnal_37,29.017028178176865,77.02293125060756,754.5851490156441,318.0264705812277,298.0838487279152,2.973474444560115,3.8387763146704175,60.398404095670976,53.14298484292371,113.54138893859468
Karnal,Village_Karnal_38,28.978932918414245,76.99686602268409,993.0778060492291,240.1462319833571,428.8985419167039,4.111941587544176,3.1710417848087795,59.78411262070402,63.89227035343398,123.676382974138
Karnal,Village_Karnal_39,29.012047971543016,77.02423652275286,1291.7640598149294,304.2136990438852,431.67982194742956,2.601396882034018,3.9992067829862448,81.76890688114513,106.76559409016812,188.53450097131326
Karnal,Village_Karnal_40,29.01623359197252,77.01488448826953,928.4830830254966,366.04083725939984,270.4247859302208,3.1065776662257707,3.4221510940033957,80.77526691936973,27.214578889783734,107.98984580915346
Karnal,Village_Karnal_41,29.002434179442695,77.01455178803371,599.8533539792921,298.45617983875997,238.82900469626654,3.0579289365474227,2.9614048489295506,59.705004754474935,53.655252684340134,113.36025743881507
Karnal,Village_Karnal_42,29.01625076334015,77.02003561522173,1309.1938838813583,561.9560557006641,345.2064839256867,3.28726016825459,3.411246574918005,130.3116446921707,77.53370438877779,207.8453490809485
Karnal,Village_Karnal_43,29.002131516779794,76.98428754799951,1310.7646100875477,315.58539866549916,482.555907979338,2.9875311339881883,3.3806331136402292,73.43615290361558,88.764002107773,162.20015501138857
Karnal,Village_Karnal_44,29.013101447223598,76.988501,810.6280142005064,364.102657824223,386.2173288385554,3.5839237102540933,2.795569272849428,76.33869869801727,75.81932673372329,152.15802543174055
Karnal,Village_Karnal_45,29.008169588055377,77.00920389067637,1339.9507358842316,206.94520787401217,550.9592909202065,3.445800660957906,3.2385434770091592,25.81502266583419,141.57687014574415,167.39189281157834
Karnal,Village_Karnal_46,28.983253534667732,77.01632474501223,1325.3680338801446,487.53167306701533,224.01312346164568,3.40694231389645,2.9595930823097403,67.8444572750216,41.439867331331456,109.28432460635305
Karnal,Village_Karnal_47,28.98668173862218,77.01778542315346,963.8412471978693,262.9490633111079,207.85810097727733,2.5792281879217374,3.0966507341013383,68.95993431023983,47.79883698038536,116.75877129062519
Karnal,Village_Karnal_48,29.002111418320382,76.99446691872627,1417.37314875206,500.70787002947066,555.7769286909642,4.412990645777898,2.522250064442018,105.48940237661765,122.2225936368142,227.71199601343184
Karnal,Village_Karnal_49,29.006556657211956,76.9751211185361,1285.1536695305895,552.4708063335734,413.6227614153659,3.320608825189205,3.656959570758218,149.04720808457947,94.22457438024458,243.27178246482404
Karnal,Village_Karnal_50,29.00900453022829,77.02166119174488,690.2710541729059,302.63901367008657,333.5975571072732,3.430119594042293,3.260884581387916,50.32032968715555,44.532909170800544,94.85323885795609
Kurukshetra,Village_Kurukshetra_1,29.016602153265822,76.98876728981749,798.7729414244627,345.44150420298297,285.5010727210319,4.116764072797016,3.6169627780179034,49.45933621575498,53.61034241183538,103.06967862759036
Kurukshetra,Village_Kurukshetra_2,29.014317261911522,77.016900054799,805.3063112069478,277.91938841774765,336.55756026937695,3.7486658064363074,3.361519606313567,78.76695811189389,89.4629726560301,168.22993076792397
Kurukshetra,Village_Kurukshetra_3,28.987006606568134,77.02070350541184,838.9154918970378,237.41435240733284,379.4190157420326,2.833710367516195,2.797041350172508,32.962284240262306,95.22684946746116,128.18913370772347
Kurukshetra,Village_Kurukshetra_4,28.989664619499283,76.98459736870193,545.7717188539227,236.18050880598352,241.62247748280612,2.5885341031020745,3.345696133008367,32.92028907782591,43.33177776084993,76.25206683867584
Kurukshetra,Village_Kurukshetra_5,29.009875892757147,76.99524888547752,1268.928192782699,279.4123069620661,437.56928959529824,3.690470225408454,2.655358945096772,65.70973343890057,91.21025348382807,156.91998692272864
Kurukshetra,Village_Kurukshetra_6,29.012672298854795,76.98817779398046,1019.1148439701325,385.1386321983887,279.98325668951134,3.006362286616536,3.196655655610443,93.27077181380358,82.28019231187521,175.55096412567877
Kurukshetra,Village_Kurukshetra_7,29.00879161361449,77.01789704185563,1030.640816729464,480.3886877145933,501.53652221777384,3.839440531429478,3.2434463403135143,53.80322173920622,132.10463878974076,185.90786052894697
Kurukshetra,Village_Kurukshetra_8,28.986211975754983,77.0216767989213,761.3760826718956,295.6666263224376,354.2755947967011,3.833247659938455,3.8040183852312053,83.00436214615323,43.96222721679141,126.96658936294463
Kurukshetra,Village_Kurukshetra_9,29.01925024266333,76.98911578826267,1296.4403893892813,599.8076970823026,326.70939586898857,3.525638770632791,3.7209597954849354,84.19735483236887,50.701318202370395,134.89867303473926
Kurukshetra,Village_Kurukshetra_10,28.98210582468112,77.01359152045269,1484.5453204995733,537.1551656691306,531.4447549404254,4.081096188018432,3.8734980934171066,134.28256944035073,156.42399585952074,290.7065652998715
Kurukshetra,Village_Kurukshetra_11,29.001346602526134,77.00622670080311,1417.9703447516927,327.9637179512238,384.21955336794656,3.697997317523086,2.9196225579513286,52.907515364550356,51.28908312792267,104.19659849247303
Kurukshetra,Village_Kurukshetra_12,28.98035243348738,77.01373688420976,903.2019568738378,336.4584773250938,396.42049618574714,3.532192853890562,3.7673281321784886,90.99575534701773,76.47247161997116,167.46822696698888
Kurukshetra,Village_Kurukshetra_13,28.989895039805475,77.01786587663068,515.7320660232808,226.03649390333592,210.17951845248862,3.3895073200641566,3.474019760064916,53.87904022866039,35.74423332228438,89.62327355094477
Kurukshetra,Village_Kurukshetra_14,28.99166627968823,76.98340142192522,910.4124910068936,306.3562823979639,429.13734968856727,4.114594319443034,3.8181722730597496,37.89389759192539,65.6171096249852,103.5110072169106
Kurukshetra,Village_Kurukshetra_15,29.00365614804275,77.00960128238631,1146.735044757731,375.95547963215785,460.6669835201025,3.158173049828467,2.705047353502746,105.34167284904225,85.51491846991561,190.85659131895787
Kurukshetra,Village_Kurukshetra_16,29.014551023734988,77.00793284545867,647.0168486229256,232.47596148164308,295.45299619937964,2.6460538616338405,2.904175037118888,36.96341556004538,68.87891489082561,105.84233045087099
Kurukshetra,Village_Kurukshetra_17,29.01371504781123,76.98228825557891,1021.4755621431261,232.9117023986735,379.72520773987657,4.00573114532345,3.5403114893957492,49.261086955692086,94.7984328964866,144.05951985217868
Kurukshetra,Village_Kurukshetra_18,29.00492104170923,77.01197593292197,854.4403282905994,346.69282438805686,212.413126616174,4.363472785414295,3.6091800028610104,95.4523994701613,23.73904496753049,119.19144443769179
Kurukshetra,Village_Kurukshetra_19,29.00497885320453,77.01391890091833,1246.9490084830077,213.96306591532348,258.5759802545046,2.8597442264512,2.5998316052333426,52.89665675145343,59.4313563798998,112.32801313135323
Kurukshetra,Village_Kurukshetra_20,28.982486985294244,77.0093839932841,1258.5607049039454,547.1137873781081,545.8545834742715,3.6567634671621767,3.9713945761126603,104.11924755486615,65.56277507387652,169.6820226287427
Kurukshetra,Village_Kurukshetra_21,29.01541642297975,77.02476742933418,1343.5028983482118,390.18275117714165,424.30656814846157,3.2898046599822535,3.9445201551656344,67.13937783200993,78.14685369533075,145.28623152734068
Kurukshetra,Village_Kurukshetra_22,28.99516603025536,76.99055306926323,756.3931276375047,352.08239814999536,345.59894684371244,2.858170325111657,3.4227432051292856,74.54487485716048,75.15275984389258,149.69763470105306
Kurukshetra,Village_Kurukshetra_23,29.020350205636944,76.97943940394563,1368.0818806907737,533.1188857053123,637.5199093130011,3.193778307135833,3.650744169917694,77.95755157578616,64.00141595065102,141.95896752643716
Kurukshetra,Village_Kurukshetra_24,29.013643079362208,76.9843364871078,786.3404710316936,217.29471722381976,333.6600623275823,4.004480662132643,3.1200061921301536,60.74102050098346,60.693609163505656,121.43462966448911
Kurukshetra,Village_Kurukshetra_25,28.99691900459525,76.9829506295989,1320.5525004518408,390.4653253621533,397.12281248490547,4.168385354208435,2.9737219668210075,63.045380846220574,63.04763841669911,126.09301926291968
Kurukshetra,Village_Kurukshetra_26,29.0218435490114,76.9911586921376,1275.8730423051788,332.0347296655645,531.5395629591692,3.085777216236159,3.656236385668613,93.80804680119255,66.39658337231441,160.20463017350696
Kurukshetra,Village_Kurukshetra_27,28.984839285743455,77.00168690543047,718.1568252406967,235.49146113732908,287.79019200881567,3.892624482050228,3.3823479931922136,26.213873504061343,33.71589233160264,59.929765835663986
Kurukshetra,Village_Kurukshetra_28,29.013719247459438,77.02143763034626,923.4213584224667,402.6558893817556,207.01439476024572,2.749931217328985,2.6301420400469757,101.73268691800433,30.619925002257137,132.35261192026147
Kurukshetra,Village_Kurukshetra_29,29.023038786379765,77.0142861607783,974.1261124093373,318.9933321377706,435.7103812587714,3.5831929989736313,3.6434147402447827,67.32951500358321,52.60060974460308,119.93012474818629
Kurukshetra,Village_Kurukshetra_30,28.99925895522036,77.0061148367057,870.2394104117388,226.7489009073209,211.73244724985287,4.305565232607455,2.912563391664791,47.22525117674982,59.48123405555633,106.70648523230615
Kurukshetra,Village_Kurukshetra_31,29.02288890303098,77.00996724663973,516.1100502529149,246.9366686724514,222.43271770833283,4.104276596653618,3.7760337199442047,57.379781832792474,25.165158549584838,82.54494038237732
Kurukshetra,Village_Kurukshetra_32,28.991648049631582,76.98424876414676,656.9259598448367,257.1402469584852,276.9718324688193,3.6667778082951425,3.0934638409819986,56.30484387723609,80.02770431147326,136.33254818870935
Kurukshetra,Village_Kurukshetra_33,28.981088784134627,76.98499245741941,640.5121298299491,200.53682586869235,278.80533905997197,3.615666320186358,3.1773880341622593,27.704407766467384,72.75326588678766,100.45767365325504
Kurukshetra,Village_Kurukshetra_34,29.016548623516776,76.99468466710643,617.5305543535999,243.6403191080323,206.49047438408374,3.472612872141935,3.6198151192531975,24.97496089935185,50.175250780784204,75.15021168013605
Kurukshetra,Village_Kurukshetra_35,28.980984873551176,77.01067925581496,899.7580376115084,400.643230447723,418.992234012256,2.6870072491598247,3.048213066312914,44.506966865873075,65.36813576492052,109.8751026307936
Kurukshetra,Village_Kurukshetra_36,29.00853002104688,77.01483403291424,1077.8597792052922,435.6851969254531,289.7619085043249,3.3851675267026584,3.2713262314675773,55.46603464998949,76.42697100316667,131.89300565315617
Kurukshetra,Village_Kurukshetra_37,29.013278507259898,77.0152520175128,677.3546164860111,329.44810724412395,303.47649540092283,4.147520343548129,3.277840627488113,77.03123541374536,84.61290919228894,161.6441446060343
Kurukshetra,Village_Kurukshetra_38,28.978688853926833,76.98118568303964,1143.5462174286554,530.4732505891129,540.0617918422536,2.9193232524466666,2.975051992093101,63.14846195600409,84.88900477277124,148.03746672877534
Kurukshetra,Village_Kurukshetra_39,28.983834889245777,76.9804760792391,1120.634037686094,538.5786182234351,392.9970013774451,4.243750605752126,3.657830718189869,78.26059052652124,87.5951553555285,165.85574588204975
Kurukshetra,Village_Kurukshetra_40,28.986120064992942,76.98039845906199,1337.7881164789976,316.7518531261957,523.6541420201916,3.7710071754285033,2.754519234875037,93.21559531072043,106.3266903460166,199.54228565673702
Kurukshetra,Village_Kurukshetra_41,28.999390255789358,76.97699116006723,1344.7866043218678,551.0785883317259,231.90943901988132,4.180567769996627,3.981874124394193,80.41977404225518,57.209622458094245,137.62939650034943
Kurukshetra,Village_Kurukshetra_42,29.01462745747274,76.99567548707924,1300.8203581390553,248.5889888980434,629.560811066299,3.786090913526386,2.7679873209189982,61.571345080469364,107.51827525806647,169.08962033853584
Kurukshetra,Village_Kurukshetra_43,28.99104194332367,77.01876565926027,1059.8383427107028,310.3986285891946,390.8227733805163,3.564288502665323,3.783694558763669,82.90249714844722,100.10759611894494,183.01009326739216
Kurukshetra,Village_Kurukshetra_44,29.000732610647415,77.00635348196691,1404.3998377921694,206.8670011539552,514.5527563852306,3.1970132494582426,2.905808631602476,40.581760664751464,106.79965104279988,147.38141170755134
Kurukshetra,Village_Kurukshetra_45,28.98982063837767,77.02285677942835,971.4329196948013,248.1619222996758,211.07470901735414,3.467698146851202,3.8642964567768106,70.41617113625372,25.51338976268015,95.92956089893387
Kurukshetra,Village_Kurukshetra_46,29.005336313598004,77.00530854968159,950.1748983166095,462.9183662534062,346.9178691960218,2.6630282736808866,3.487317900866339,128.30502766196173,92.32364476107527,220.62867242303702
Kurukshetra,Village_Kurukshetra_47,29.001689507292163,77.01778203748947,961.8616479103553,431.09455237609683,382.4122518198924,4.279885046534113,2.8691398122494807,109.23770281731092,60.4656936986678,169.7033965159787
Kurukshetra,Village_Kurukshetra_48,29.015158337254466,77.01148267581425,609.4693549651529,227.4899194292664,302.6108201875008,3.974740203333969,3.7612185837529246,55.58406269492981,82.64629781076324,138.23036050569306
Kurukshetra,Village_Kurukshetra_49,29.015911020386717,77.00987319593895,1349.1615678474732,622.2950694805651,434.7082225366988,3.308566232514032,2.9215715450753135,160.33302143450717,114.21195924676027,274.5449806812675
Kurukshetra,Village_Kurukshetra_50,28.997213057309626,77.00614194559213,1406.354640402992,523.9540810027206,302.942434353913,2.713459209805113,3.7310357085238914,90.03621633557815,59.48029550733451,149.51651184291265
Ambala,Village_Ambala_1,29.007907276531345,77.01108310124916,615.5167995757548,248.566378633997,205.06300601916922,2.9331566956197577,2.9142001688456505,53.71299917524985,44.988728540911474,98.70172771616132
Ambala,Village_Ambala_2,28.993328389315817,77.0112505876132,602.7679734380578,290.548430727707,233.13287212921904,3.573381505575246,2.510533777652805,39.050208690744896,43.40220844391432,82.45241713465921
Ambala,Village_Ambala_3,28.99773431926829,77.00303442220317,899.8896506274414,260.70205661192864,200.01256837786548,3.7986967932587703,2.618135628996331,38.390628647343945,37.87129553008779,76.26192417743174
Ambala,Village_Ambala_4,28.977957087376453,76.97508218190116,1458.8618224408601,633.3928275017217,489.374468490429,2.8533846103792277,3.256571751466673,160.63680088941516,79.02038611141792,239.65718700083306
Ambala,Village_Ambala_5,28.982037227247396,76.98121373447634,762.794906182756,362.27202326849,225.84242419951417,3.636280458237499,2.823439010278178,47.047409159131654,65.6811232958509,112.72853245498254
Ambala,Village_Ambala_6,28.977304706156364,76.98998560409795,900.7662772128213,264.00935564268235,282.63787271614376,2.7373984123338246,3.038034115481433,56.84143221904307,44.03273719613692,100.87416941517999
Ambala,Village_Ambala_7,29.022905651099734,76.97532460904542,683.3458108434146,280.3009242965548,287.4985300046995,3.9595637460758133,2.775435823317332,58.419813390911386,33.54196472924696,91.96177812015836
Ambala,Village_Ambala_8,28.98555001268958,76.97531982316224,1391.1512555096538,628.1763568347317,381.308433730658,4.462208347314494,2.648498462176995,123.07503186481307,42.39780516667163,165.4728370314847
Ambala,Village_Ambala_9,28.99956663595425,77.01864933827208,526.6810402620441,203.8911771898029,202.39323710231375,4.469249309076953,3.1431085850539366,48.33794115609012,48.72784300811498,97.0657841642051
Ambala,Village_Ambala_10,29.010226079396958,77.01864957308837,635.6674719424212,305.63709088791535,249.4322000754012,2.58255548533916,3.145060506441868,40.06289030165743,49.42655255440146,89.4894428560589
Ambala,Village_Ambala_11,29.017120862197036,76.97686315002787,1498.2028907468166,225.26100076615953,633.7196116037708,2.5127023239236976,2.5983134120466786,27.46316478009783,152.0085411465784,179.47170592667624
Ambala,Village_Ambala_12,29.005415322769604,77.00414047163245,1248.2495365568989,331.35953117674285,464.1068033628232,3.898602059499349,3.95210586446988,70.69727968598357,136.7657670391707,207.46304672515427
Ambala,Village_Ambala_13,29.01987667055985,77.02132145396519,1304.0729739374533,421.89334784894913,283.51599375243484,3.5993716791682853,3.0950017143182578,107.45817061798988,39.2419322125886,146.7001028305785
Ambala,Village_Ambala_14,28.996581499213434,77.0192070029771,665.5820915312411,323.248215643817,316.2246056223387,3.655660799085271,3.8045791051966473,32.94306638889215,84.12544625110262,117.06851263999476
Ambala,Village_Ambala_15,29.006959539487443,76.97694042633451,1248.3782592351617,580.3834785793788,315.2900267591284,3.0118459298461824,3.6009031186974347,101.37185337652137,38.08581860338524,139.45767197990662
Ambala,Village_Ambala_16,29.006189467318485,76.98515196180689,1288.4319540834558,472.10924093626653,637.8268188217173,2.7630201821066596,2.74805538407879,83.39449065638362,125.29510467696886,208.6895953333525
Ambala,Village_Ambala_17,29.02211012651362,76.99999217437367,1224.6561250993686,205.77817219426962,361.9184359590276,3.0341955202140785,2.9897652251590645,29.16739616211071,95.25283036368891,124.42022652579962
Ambala,Village_Ambala_18,28.984215745377607,77.00737825776397,1162.6689858049256,265.1948870330715,241.49783546601978,3.3728737854117004,3.8101401500788556,39.66238620161722,28.514339440377025,68.17672564199424
Ambala,Village_Ambala_19,28.992801616125025,77.02117936557767,1499.2548687493995,571.470223881388,326.46969288647483,4.4854631181366456,3.373269966862768,107.79882754334787,37.688943780330895,145.48777132367877
Ambala,Village_Ambala_20,29.00294991636836,77.00944852619372,1234.000093555094,323.5067159155516,489.4912922044003,2.5769785057286345,3.83301170870798,85.27707586963128,138.5524735049192,223.82954937455048
Ambala,Village_Ambala_21,29.005031388743856,77.00615938520657,718.3146635786998,331.5406259934043,286.6038366002089,4.231532945601547,3.1299143395718785,71.48459377376669,49.5520943328499,121.0366881066166
Ambala,Village_Ambala_22,29.015688806818805,77.00599814139807,541.4127964885889,222.28072959811442,209.58658673464666,2.9637384896303764,3.530001001542047,45.09573989167668,61.25643057107579,106.35217046275247
Ambala,Village_Ambala_23,28.98698483005057,77.00003832394833,661.1021028262812,327.6591297894763,240.4995893488802,2.8896726549287313,2.5020242485731266,66.73585185317418,58.32855719224621,125.06440904542039
Ambala,Village_Ambala_24,28.981871073080796,76.98568848887484,828.6547950069116,258.55995362179306,202.25004659720375,3.620487107642605,3.860619875899128,34.85038275263079,33.29074479677317,68.14112754940396
Ambala,Village_Ambala_25,29.01152240922285,77.01646300896864,1056.3669932634039,263.6786698027738,434.74711771894954,3.0513181535341385,3.404152085680253,31.539876987912315,105.37563580529653,136.91551279320885
Ambala,Village_Ambala_26,29.018635688706972,77.00491846754187,1046.9191011823095,245.6786802779218,290.09699860253875,3.055501989474318,2.5120617085236536,26.23612796327441,43.91206546473733,70.14819342801174
Ambala,Village_Ambala_27,28.9824438318724,76.9802903693296,638.5888621025963,278.29853147769023,258.1344066226778,3.5012002721023068,3.0235158271140428,73.87185804950802,41.3545920623768,115.22645011188482
Ambala,Village_Ambala_28,28.9971497724343,76.98822179774379,974.7881625917669,293.8618184349898,434.28475709209175,4.027766209557748,2.918421963486467,30.526089275626262,111.26079025728585,141.7868795329121
Ambala,Village_Ambala_29,29.00871936439075,76.98692574783874,1377.974198347929,670.1823604654611,328.7065602748744,3.94788235125327,3.506463433916187,99.74033342583175,34.294849263109064,134.0351826889408
Ambala,Village_Ambala_30,28.99559464391036,77.01385124455099,695.3291746344726,257.5405381891505,202.12717494938065,2.942066610461822,2.8471993397935274,49.35888790811344,48.710327594612174,98.06921550272561
Ambala,Village_Ambala_31,28.975336982563736,76.99035723689245,1194.8131527682162,448.4413152533965,399.48830535623466,3.6372996548220295,2.9949725905956552,131.6383511054691,114.8073551206577,246.4457062261268
Ambala,Village_Ambala_32,29.02471628678872,76.99937235764278,769.5897228349802,223.49956255719687,334.3584991845969,2.9912102946198798,2.62514512010209,23.455483461439158,58.6199907037461,82.07547416518526
Ambala,Village_Ambala_33,29.000351444175145,76.98647646248787,1235.257394836199,612.8316097899426,350.72412219156945,3.126264917588238,3.9144736428744573,67.69436034446709,97.73853171158973,165.4328920560568
Ambala,Village_Ambala_34,29.023255614139938,77.00233978913839,1380.7079488197933,385.708399184786,535.6331312693676,3.373359605526403,2.7494164652494635,108.1472087253934,56.04535089691311,164.1925596223065
Ambala,Village_Ambala_35,28.991882397209924,77.01979287770558,814.7575531579914,379.75707065277606,291.8609667942575,3.902557912504637,3.4608201024064624,72.3197568992603,55.72747402416395,128.04723092342425
Ambala,Village_Ambala_36,28.99526552543741,76.98028940436257,1425.740707196006,463.2829083833997,391.16463617265765,2.71108682138813,3.0219427740830245,54.717949027839786,56.14731308268916,110.86526211052895
Ambala,Village_Ambala_37,28.987523444433375,77.0233064366378,1114.10489708507,246.9803305621502,422.37175305574635,3.6962641826536813,3.371426125916985,57.1945820747744,77.69718779125125,134.89176986602564
Ambala,Village_Ambala_38,29.004801184066597,76.98501952586136,874.9378340577252,252.46774203180775,240.4965558927112,2.577312141284671,3.8375904649279695,46.478080171531225,69.52833891142976,116.00641908296097
Ambala,Village_Ambala_39,28.97661182293454,76.98977881303887,507.12973247426675,232.03560170076128,226.16702599238556,3.0810286073289745,2.837722774312259,35.601241138741585,58.76352584116928,94.36476697991087
